薬品名,薬価,原価,在庫量,単位,在庫原価額,在庫薬価額,回転数,処方量,処方原価額,処方薬価額,差益額,差益率,他出庫量,他出庫額,入庫量,入庫金額,棚１,棚２,棚３,レセコン医薬品No,レセプト電算コード,経過措置期限,剤型,発注先,毒薬フラグ,劇薬フラグ,麻薬フラグ,向精神薬フラグ,覚醒剤フラグ,覚醒剤原料フラグ,後発品フラグ,ＹＪコード,一般名称
【ツ０４３】ツムラ六君子湯エキス顆粒（医療用） H2.500,18.00,15.93,1882.000,ｇ,29980,33876,13.22,15750.500,250905,283509,32604,11.50,0.000,0,15592.500,251871,薬庫１,薬庫,,ﾂﾑ134,615101512,,内服,ケーエスケー,0,0,0,0,0,0,0,5200141D1034,六君子湯エキス顆粒
プラザキサカプセル７５ｍｇ H,127.00,111.63,268.000,カプセル,29917,34036,0.79,360.000,40187,45720,5533,12.10,16.000,1786,,,B-6-1,薬庫,,ﾌﾗｻ01,622043301,,内服,ケーエスケー,0,0,0,0,0,0,0,3339001M1024,ダビガトランエテキシラートメタンスルホン酸塩カプセル
カルボシステイン錠２５０ｍｇ「サワイ」 B,6.70,6.21,4816.000,錠,29907,32267,1.46,7254.000,45047,48606,3559,7.32,0.000,0,7000.000,43498,bara,薬庫,,ｶﾙﾎ631,620383101,,内服,スズケン,0,0,0,0,0,0,1,2233002F1280,Ｌ－カルボシステイン錠
フスタゾール散１０％ B,25.10,22.36,1333.240,ｇ,29811,33464,0.46,494.085,11048,12402,1354,10.92,70.000,1757,1000.000,22360,S-1,薬庫,,ﾌｽﾀ06,610463170,,内服,メディセオ,0,0,0,0,0,0,0,2229006B1038,クロペラスチンフェンジゾ酸塩散
ブレディニン錠５０　５０ｍｇ H,99.10,102.42,281.000,錠,28780,27847,3.85,952.000,97504,94344,-3160,-3.35,0.000,0,600.000,61452,d-7-,薬庫,バラ,ﾌﾚﾃ02,613990070,,内服,ケーエスケー,0,0,0,0,0,0,0,3999002F2027,ミゾリビン錠
ラコールＮＦ配合経腸用半固形剤 B,1.08,0.93,30900.000,ｇ,28737,33372,12.02,360600.000,335358,389448,54090,13.89,27000.000,25920,390000.000,373856,O- -,薬庫,,ﾗｺﾙ04,622346201,,内服,ケーエスケー,0,0,0,0,0,0,0,3259118T1020,経腸成分栄養剤半固形剤
ペンタサ錠５００ｍｇ H,51.80,46.95,612.000,錠,28733,31702,0.58,501.000,23522,25952,2430,9.36,0.000,0,500.000,23475,j-7-,薬庫,,ﾍﾝﾀ08,621867201,,内服,ケーエスケー,0,0,0,0,0,0,0,2399009F2030,メサラジン徐放錠
レキップＣＲ錠８ｍｇ H,381.20,392.54,73.000,錠,28655,27828,,,,,,,,,73.000,28655,デッド,薬庫,,,622183701,,内服,スズケン,0,1,0,0,0,0,0,1169013G2029,ロピニロール塩酸塩徐放錠
カナグル錠１００ｍｇ H,158.50,132.43,215.000,錠,28472,34078,12.08,3056.000,404706,484379,79673,16.45,22.000,3093,3000.000,417715,A-5-2,薬庫,,ｶﾅｸ01,622360601,,内服,メディセオ,0,0,0,0,0,0,0,3969022F1029,カナグリフロジン水和物錠
イグラチモド錠２５ｍｇ「サワイ」 H,42.60,34.70,820.000,錠,28454,34932,18.13,10287.000,356959,438230,81271,18.55,0.000,0,10470.000,396635,I-8-2,薬庫,バラ,ｲｸﾗ01,622882301,,内服,共和コーポレーション,0,1,0,0,0,0,1,3999031F1043,イグラチモド錠
オキシコンチンＴＲ錠２０ｍｇ H,433.70,394.27,72.000,錠,28387,31226,,,,,,,,,,,麻薬,薬庫,,ｵｷ115,622576501,,内服,,0,1,1,0,0,0,0,8119002G7022,オキシコドン塩酸塩水和物徐放錠
イリボーＯＤ錠５μｇ H,68.70,116.88,241.000,錠,28168,16557,2.60,608.000,71063,41771,-29292,-70.13,0.000,0,600.000,70128,j-7-,薬庫,,ｲﾘﾎ04,622267701,,内服,アルフレッサ,0,1,0,0,0,0,0,2399014F4025,ラモセトロン塩酸塩口腔内崩壊錠
ベタニス錠５０ｍｇ H,147.00,123.80,226.000,錠,27979,33222,9.06,1499.000,185576,220353,34777,15.78,0.000,0,1620.000,211547,j-1-,薬庫,,ﾍﾀﾆ02,622093301,,内服,メディセオ,0,1,0,0,0,0,0,2590014F2028,ミラベグロン徐放錠
ロトリガ粒状カプセル２ｇ H,161.00,169.41,165.000,包,27953,26565,1.35,182.000,30833,29302,-1531,-5.22,0.000,0,242.000,40997,h-7-,薬庫,,ﾛﾄﾘ01,622198801,,内服,ケーエスケー,0,0,0,0,0,0,0,2189019M1020,オメガ－３脂肪酸エチル粒状カプセル
アセトアミノフェン「ＶＴＲＳ」原末 B,7.30,6.63,4210.000,ｇ,27912,30733,0.04,152.900,1014,1116,102,9.14,0.000,0,,,S-2,薬庫,,ｱｾ109,620067316,,内服,,0,1,0,0,0,0,0,1141001X1134,アセトアミノフェン
【ツ１０６】ツムラ温経湯エキス顆粒（医療用） H2.500,37.20,33.82,825.000,ｇ,27902,30690,1.35,1120.000,37878,41664,3786,9.09,0.000,0,1112.500,35251,薬庫１,薬庫,,ﾂﾑﾗ05,615101400,,内服,ケーエスケー,0,0,0,0,0,0,0,5200005D1030,温経湯エキス顆粒
エレンタール配合内用剤 H80.000,5.86,5.22,5280.000,ｇ,27562,30941,14.60,50240.000,262253,294409,32156,10.92,2800.000,13888,51520.000,256358,薬庫５,薬庫,,ｴﾚﾝ04,620754301,,内服,アルフレッサ,0,0,0,0,0,0,0,3259103B1036,経腸成分栄養剤散
ジオトリフ錠２０ｍｇ H,4470.50,3896.50,7.000,錠,27276,31294,9.00,63.000,245480,281642,36162,12.84,0.000,0,70.000,272755,c-6-,薬庫,,ｼｵﾄ011,622307101,,内服,,0,1,0,0,0,0,0,4291030F1020,アファチニブマレイン酸塩錠
アセトアミノフェン錠３００ｍｇ「マルイシ」 H,6.00,4.98,5426.500,錠,27024,32559,6.01,25639.000,127682,153834,26152,17.00,0.000,0,28000.000,143190,H-8-3,薬庫,,ｱｾﾄ45,622556901,,内服,スズケン,0,0,0,0,0,0,1,1141007F2051,アセトアミノフェン錠
ストラテラカプセル４０ｍｇ H,203.80,196.54,136.000,カプセル,26729,27717,0.00,0.000,0,0,0,0.00,0.000,0,136.000,26729,デッド,薬庫,,ｽﾄﾗ04,622174501,,内服,メディセオ,0,1,0,0,0,0,0,1179050M4022,アトモキセチン塩酸塩カプセル
トラディアンス配合錠ＢＰ H,338.00,299.80,89.000,錠,26682,30082,3.26,315.000,94437,106470,12033,11.30,0.000,0,300.000,89940,a-4-,薬庫,,ﾄﾗﾃ02,622655101,,内服,メディセオ,0,0,0,0,0,0,0,3969108F2023,エンパグリフロジン・リナグリプチン配合剤錠
ナルフラフィン塩酸塩ＯＤ錠２．５μｇ「サワイ」 H,261.40,232.58,114.000,錠,26514,29800,2.27,425.000,98847,111094,12247,11.02,0.000,0,280.000,65122,f-1-,薬庫,,ﾅﾙﾌ64,622638501,,内服,ケーエスケー,0,1,0,0,0,0,1,1190015F1038,ナルフラフィン塩酸塩口腔内崩壊錠
Ｌ－ケフレックス顆粒　５００ｍｇ H1.000,121.40,107.20,241.000,ｇ,25835,29257,2.25,537.000,57566,65196,7630,11.70,58.000,7257,600.000,73865,g-2-,薬庫,バラ,ｴﾙｹ04,616130003,,内服,スズケン,0,0,0,0,0,0,0,6132002E2030,セファレキシン複合顆粒
ジャヌビア錠５０ｍｇ H,111.50,91.26,283.000,錠,25827,31555,20.17,16210.000,1479325,1807431,328106,18.15,200.000,18252,15500.000,1489180,A-6-3,薬庫,,ｼﾔﾇ02,621951001,,内服,ケーエスケー,0,0,0,0,0,0,0,3969010F2030,シタグリプチンリン酸塩水和物錠
ピートルチュアブル錠５００ｍｇ H,216.40,204.85,126.000,錠,25811,27266,,,,,,,,,,,デッド,薬庫,,,622442401,,内服,,0,0,0,0,0,0,0,2190036F2022,スクロオキシ水酸化鉄チュアブル錠
リンゼス錠０．２５ｍｇ H,69.10,58.56,438.000,錠,25649,30266,11.30,4982.000,291746,344258,52512,15.25,174.000,10201,5151.000,318936,j-6-,薬庫,,ﾘﾝｾ01,622532801,,内服,スズケン,0,0,0,0,0,0,0,2399017F1020,リナクロチド錠
【ツ１０７】ツムラ牛車腎気丸エキス顆粒（医療用） H2.500,17.70,16.09,1585.000,ｇ,25503,28055,2.66,4377.500,70434,77488,7054,9.10,0.000,0,4252.500,68418,薬庫１,薬庫,,ﾂﾑﾗ33,615101414,,内服,ケーエスケー,0,0,0,0,0,0,0,5200025D1029,牛車腎気丸エキス顆粒
イーケプラドライシロップ５０％ B,145.60,132.70,192.000,ｇ,25478,27955,11.20,1613.000,214045,234855,20810,8.86,0.000,0,1700.000,225590,S-1,薬庫,,ｲｹﾌ03,622254801,,内服,スズケン,0,0,0,0,0,0,0,1139010R1020,レベチラセタムシロップ用
【ツ１００】ツムラ大建中湯エキス顆粒（医療用） H2.500,13.70,12.12,2082.500,ｇ,25240,28530,9.83,23625.000,286335,323670,37335,11.53,1102.500,13675,24097.500,299309,薬庫１,薬庫,,ﾂﾑﾗ78,615101469,,内服,ケーエスケー,0,0,0,0,0,0,0,5200092D1020,大建中湯エキス顆粒
タミフルカプセル７５　７５ｍｇ H,205.80,242.20,104.000,カプセル,25189,21403,,,,,,,,,,,zaiko-nasi,薬庫,,ﾀﾐﾌ01,610443074,,内服,ケーエスケー,0,0,0,0,0,0,0,6250021M1027,オセルタミビルリン酸塩カプセル
シクロスポリンカプセル２５ｍｇ「トーワ」 H,50.20,43.04,580.000,カプセル,24963,29116,3.50,1494.000,64302,74997,10695,14.26,0.000,0,1800.000,77472,I-5-2,薬庫,,ｼｸﾛ78,622056301,,内服,東和,0,1,0,0,0,0,1,3999004M4095,シクロスポリンカプセル
タンボコール錠５０ｍｇ H,46.50,45.26,548.000,錠,24802,25482,1.07,575.000,26025,26738,713,2.67,0.000,0,600.000,27156,I-4-3,薬庫,,ﾀﾝﾎ02,612120303,,内服,アルフレッサ,0,1,0,0,0,0,0,2129009F1020,フレカイニド酢酸塩錠
リベルサス錠３ｍｇ H,139.60,123.60,200.000,錠,24720,27920,24.12,2364.000,292190,330016,37826,11.46,0.000,0,2268.000,280345,A-3-5,薬庫,,ﾘﾍﾙ01,629911601,,内服,アルフレッサ,0,1,0,0,0,0,0,2499014F1021,セマグルチド（遺伝子組換え）錠
スインプロイク錠０．２ｍｇ H,277.10,246.79,100.000,錠,24679,27710,1.45,149.000,36772,41287,4515,10.94,3.000,831,154.000,38005,j-6-,薬庫,,ｽｲﾝ01,622546601,,内服,スズケン,0,0,0,0,0,0,0,2359007F1020,ナルデメジントシル酸塩錠
イーケプラ錠５００ｍｇ H,124.30,113.16,217.500,錠,24612,27035,4.12,1490.000,168608,185207,16599,8.96,0.000,0,1200.000,135792,e-1-,薬庫,バラ,ｲｹﾌ02,621997501,,内服,スズケン,0,0,0,0,0,0,0,1139010F2020,レベチラセタム錠
ＭＳコンチン錠１０ｍｇ B,245.60,245.60,100.000,錠,24560,24560,,,,,,,,,,,zaiko-nasi,薬庫,,,618110023,,内服,,,,,,,,,,
リバゼブ配合錠ＨＤ H,72.70,97.69,249.000,錠,24325,18102,2.01,619.000,60470,45001,-15469,-34.37,248.000,43669,749.000,73170,d-3-,薬庫,,ﾘﾊｾ01,622927901,,内服,ケーエスケー,0,0,0,0,0,0,0,2189103F2025,ピタバスタチンカルシウム水和物・エゼチミブ配合剤錠
ゼフィックス錠１００　１００ｍｇ H,307.10,278.30,87.000,錠,24212,26718,1.39,77.000,21429,23647,2218,9.38,0.000,0,140.000,38962,c-5-,薬庫,,ｾﾌｲ02,610443041,,内服,アルフレッサ,0,1,0,0,0,0,0,6250020F1023,ラミブジン錠
コレクチム軟膏０．５％ H5.000,143.00,127.38,190.000,ｇ,24202,27170,27.43,1440.000,183427,205920,22493,10.92,45.000,5809,1510.000,194656,K,薬庫,,ｺﾚｸ01,622784201,,外用,ケーエスケー,0,0,0,0,0,0,0,2699714M1029,デルゴシチニブ軟膏
アトーゼット配合錠ＬＤ H,75.30,115.84,204.000,錠,23631,15361,1.52,344.000,39849,25903,-13946,-53.84,0.000,0,300.000,34752,B-3-1,薬庫,,ｱﾄｾ04,622584101,,内服,ケーエスケー,0,0,0,0,0,0,0,2189101F1020,エゼチミブ・アトルバスタチンカルシウム水和物配合剤錠
ストラテラカプセル５ｍｇ H,114.60,109.63,212.000,カプセル,23242,24295,0.48,90.000,9867,10314,447,4.33,0.000,0,140.000,15348,c-5-,薬庫,,ｽﾄﾗ01,621926101,,内服,メディセオ,0,1,0,0,0,0,0,1179050M1023,アトモキセチン塩酸塩カプセル
グラセプターカプセル１ｍｇ H,557.80,624.71,37.000,カプセル,23114,20639,2.90,84.000,52476,46855,-5621,-12.00,0.000,0,100.000,62471,c-5-,薬庫,,ｸﾗｾ02,620008438,,内服,スズケン,0,1,0,0,0,0,0,3999014N2024,タクロリムス水和物徐放カプセル
イニシンク配合錠 H,135.50,112.12,206.000,錠,23097,27913,4.09,945.000,105953,128048,22095,17.26,5.000,584,900.000,104668,a-2-,薬庫,,ｲﾆｼ01,622517101,,内服,ケーエスケー,0,1,0,0,0,0,0,3969105F1023,アログリプチン安息香酸塩・メトホルミン塩酸塩配合剤錠
テリルジー１００エリプタ３０吸入用 H,8805.10,7678.00,3.000,キット,23034,26415,8.67,26.000,199628,228931,29303,12.80,0.000,0,26.000,199628,b-2-,薬庫,,ﾃﾘﾙ02,622678901,,外用,アルフレッサ,0,0,0,0,0,0,0,2290804G2029,フルチカゾンフランカルボン酸エステル・ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩吸入剤
ストラテラカプセル１０ｍｇ H,133.10,130.38,176.000,カプセル,22947,23426,0.75,270.000,35203,35937,734,2.04,0.000,0,,,I-6-5,薬庫,,ｽﾄﾗ02,621926201,,内服,メディセオ,0,1,0,0,0,0,0,1179050M2020,アトモキセチン塩酸塩カプセル
クレメジン速崩錠５００ｍｇ H,26.60,22.15,1028.000,錠,22770,27345,9.85,5656.000,125280,150449,25169,16.73,120.000,3061,6048.000,152020,h-8-,薬庫,,ｸﾚﾒ05,622585201,,内服,ケーエスケー,0,0,0,0,0,0,0,3929003F1020,球形吸着炭錠
エクア錠５０ｍｇ H,60.60,55.27,410.000,錠,22661,24846,6.21,2460.000,135964,149076,13112,8.80,20.000,1105,2500.000,138175,A-7-1,薬庫,バラ,ｴｸｱ02,621980701,,内服,スズケン,0,0,0,0,0,0,0,3969011F1020,ビルダグリプチン錠
ビレーズトリエアロスフィア１２０吸入 H,8771.90,7523.00,3.000,キット,22569,26316,1.33,4.000,30092,35088,4996,14.24,0.000,0,4.000,30092,b-4-,薬庫,,ﾋﾚｽ05,622687101,,外用,ケーエスケー,0,0,0,0,0,0,0,2290805G2023,ブデソニド・グリコピロニウム臭化物・ホルモテロールフマル酸塩水和物吸入剤
スピリーバ２．５μｇレスピマット６０吸入　１５０μｇ H,3320.40,2817.00,8.000,キット,22536,26563,15.33,92.000,259164,305473,46309,15.16,0.000,0,89.000,267193,b-5-,薬庫,,ｽﾋﾘ02,621984201,,外用,メディセオ,0,0,0,0,0,0,0,2259709G2023,チオトロピウム臭化物水和物吸入剤
アザルフィジンＥＮ錠５００ｍｇ H,29.70,30.08,748.000,錠,22500,22216,1.12,614.000,18469,18237,-232,-1.27,0.000,0,1011.000,30413,D-1-4,薬庫,,ｱｻﾙ03,620004897,,内服,ケーエスケー,0,0,0,0,0,0,0,6219001H1056,サラゾスルファピリジン腸溶錠
【ツ０４１】ツムラ補中益気湯エキス顆粒（医療用） H2.500,22.50,19.91,1115.000,ｇ,22200,25088,15.03,16815.000,334787,378345,43558,11.51,0.000,0,16807.500,338630,薬庫１,薬庫,,ﾂﾑ124,615101503,,内服,ケーエスケー,0,0,0,0,0,0,0,5200131D1065,補中益気湯エキス顆粒
ベルソムラ錠２０ｍｇ H,109.90,91.72,241.000,錠,22105,26486,1.43,529.000,48520,58137,9617,16.54,0.000,0,300.000,27516,d-7-,薬庫,,ﾍﾙｿ02,622374301,,内服,ケーエスケー,0,0,0,0,0,0,0,1190023F2020,スボレキサント錠
【ツ０４８】ツムラ十全大補湯エキス顆粒（医療用） H2.500,18.40,16.44,1331.600,ｇ,21892,24501,1.28,1275.900,20976,23476,2500,10.65,0.000,0,1967.500,32350,薬庫１,薬庫,,ﾂﾑﾗ56,615101447,,内服,ケーエスケー,0,0,0,0,0,0,0,5200069D1048,十全大補湯エキス顆粒
ゾフルーザ錠２０ｍｇ H,2438.80,2172.70,10.000,錠,21727,24388,0.00,0.000,0,0,0,0.00,10.000,21727,,,デッド,薬庫,,,622622601,,内服,スズケン,0,0,0,0,0,0,0,6250047F2029,バロキサビル　マルボキシル錠
ニュープロパッチ１３．５ｍｇ H1.000,633.50,619.71,35.000,枚,21690,22173,,,,,,,,,,,j-8-,薬庫,,ﾆﾕﾌ04,622163801,,外用,ケーエスケー,0,1,0,0,0,0,0,1169700S4024,ロチゴチン貼付剤
イルトラ配合錠ＨＤ H,71.90,103.34,208.000,錠,21495,14955,,,,,,,,,,,デッド,薬庫,,ｲﾙﾄ01,622267201,,内服,スズケン,0,0,0,0,0,0,0,2149119F2020,イルベサルタン・トリクロルメチアジド配合剤錠
スーグラ錠２５ｍｇ H,113.90,101.30,210.000,錠,21273,23919,0.90,180.000,18234,20502,2268,11.06,0.000,0,200.000,20260,a-3-,薬庫,,ｽｸﾗ08,622306601,,内服,スズケン,0,0,0,0,0,0,0,3969018F1022,イプラグリフロジン　Ｌ－プロリン錠
レパーサ皮下注１４０ｍｇペン　１ｍＬ B,24302.00,21218.00,1.000,キット,21218,24302,22.00,22.000,466796,534644,67848,12.69,0.000,0,23.000,492678,REI-3-,薬庫,,ﾚﾊｻ04,622488901,,注射,スズケン,0,0,0,0,0,0,0,2189401G2026,エボロクマブ（遺伝子組換え）キット
ファモチジン錠２０「サワイ」　２０ｍｇ B,10.10,7.93,2670.000,錠,21173,26967,0.51,1145.000,9080,11570,2490,21.52,0.000,0,2000.000,15856,bara,薬庫,,ﾌｱﾓ071,610463167,,内服,ケーエスケー,0,0,0,0,0,0,1,2325003F2055,ファモチジン錠
バフセオ錠１５０ｍｇ H,193.30,174.87,120.000,錠,20984,23196,,,,,,,,,120.000,20984,なし,,,,622819501,,内服,,0,1,0,0,0,0,0,3999050F1020,バダデュスタット錠
セフゾン細粒小児用１０％　１００ｍｇ B,64.40,68.57,300.000,ｇ,20571,19320,0.11,36.200,2482,2332,-150,-6.43,30.000,2057,,,S-1,薬庫,,ｾﾌｿ04,620004513,,内服,スズケン,0,0,0,0,0,0,0,6132013C1031,セフジニル細粒
ジェイゾロフト錠２５ｍｇ H,50.90,48.47,422.000,錠,20454,21480,,,,,,,,,247.000,11972,c-5-,薬庫,,ｼｴｲ02,620003481,,内服,ケーエスケー,0,1,0,0,0,0,0,1179046F1028,セルトラリン塩酸塩錠
グーフィス錠５ｍｇ H,84.20,73.25,279.000,錠,20437,23492,9.93,2397.000,175580,201831,26251,13.01,66.000,5122,2538.000,196079,j-6-,薬庫,,ｸﾌｲ01,622564801,,内服,ケーエスケー,0,0,0,0,0,0,0,2359008F1025,エロビキシバット水和物錠
ノイロトロピン錠４単位 H,28.50,25.05,814.000,錠,20391,23199,7.03,8317.000,208341,237035,28694,12.11,100.000,2573,7500.000,192636,H-9-2,薬庫,バラ,ﾉｲﾛ08,620007022,,内服,スズケン,0,0,0,0,0,0,0,1149023F1036,ワクシニアウイルス接種家兎炎症皮膚抽出液
ジスロマック錠２５０ｍｇ H,158.90,169.75,120.000,錠,20370,19068,6.78,705.000,119674,112014,-7660,-6.84,0.000,0,737.000,125106,e-3-,薬庫,,ｼｽﾛ03,610443026,,内服,メディセオ,0,0,0,0,0,0,0,6149004F1028,アジスロマイシン水和物錠
ヘパリン類似物質外用スプレー０．３％「ニプロ」 H100.000,10.90,9.70,2100.000,ｇ,20370,22890,14.52,22500.000,218250,245250,27000,11.01,400.000,3964,24000.000,237378,F-3,薬庫,,ﾍﾊ142,622392201,,外用,メディセオ,0,0,0,0,0,0,1,3339950R1118,ヘパリン類似物質噴霧剤
セレジストＯＤ錠５ｍｇ H,715.30,655.57,31.000,錠,20323,22174,2.79,85.000,55723,60800,5077,8.35,26.000,17045,112.000,73424,e-3-,薬庫,,ｾﾚｼ02,621933301,,内服,ケーエスケー,0,0,0,0,0,0,0,1190014F2021,タルチレリン水和物口腔内崩壊錠
【ツ０５４】ツムラ抑肝散エキス顆粒（医療用） H2.500,16.10,14.63,1373.500,ｇ,20094,22113,6.36,11144.000,163037,179429,16392,9.14,0.000,0,10395.000,152130,薬庫１,薬庫,,ﾂﾑ132,615101510,,内服,ケーエスケー,0,0,0,0,0,0,0,5200139D1037,抑肝散エキス顆粒
ソタコール錠４０ｍｇ H,110.50,102.34,196.000,錠,20059,21658,0.13,28.000,2866,3094,228,7.37,0.000,0,,,e-3-,薬庫,,ｿﾀｺ01,610421339,,内服,アルフレッサ,,,,,,,,,
リクシアナＯＤ錠１５ｍｇ H,224.70,189.50,103.000,錠,19519,23144,11.35,1061.000,201060,238409,37349,15.67,4.000,758,1084.000,205418,B-8-6,薬庫,,ﾘｸｼ04,622576001,,内服,ケーエスケー,0,0,0,0,0,0,0,3339002F4029,エドキサバントシル酸塩水和物口腔内崩壊錠
サルポグレラート塩酸塩錠１００ｍｇ「ＮＩＧ」 H,30.90,26.27,740.000,錠,19440,22866,3.52,2583.000,67855,79818,11963,14.99,0.000,0,2500.000,72121,C-4-3,薬庫,,ｻﾙﾎ55,621935203,,内服,ケーエスケー,0,0,0,0,0,0,1,3399006F2308,サルポグレラート塩酸塩錠
シベノール錠５０ｍｇ H,19.60,19.47,984.000,錠,19158,19286,1.12,1416.000,27570,27753,183,0.66,0.000,0,1000.000,19465,I-4-1,薬庫,バラ,ｼﾍﾉ02,612120264,,内服,スズケン,0,1,0,0,0,0,0,2129007F1020,シベンゾリンコハク酸塩錠
エイベリス点眼液０．００２％ H2.500,831.10,764.56,25.000,ｍＬ,19114,20778,,,,,,,,,,,REI-3-,薬庫,,ｴｲﾍ01,622653101,,外用,ケーエスケー,0,1,0,0,0,0,0,1319764Q1027,オミデネパグ　イソプロピル液
ロスーゼット配合錠ＬＤ H,75.30,122.41,156.000,錠,19096,11747,0.93,175.000,21422,13177,-8245,-62.57,0.000,0,111.000,13587,d-3-,薬庫,,ﾛｽｾ02,622676801,,内服,ケーエスケー,0,0,0,0,0,0,0,2189102F1024,エゼチミブ・ロスバスタチンカルシウム配合剤錠
エンシュア･H（バニラ）,0.91,0.80,23750.000,ｍＬ,19000,21613,8.31,284750.000,227800,259128,31328,12.09,0.000,0,264000.000,215729,O- -,薬庫,,ｴﾝｼ055,610407025,,内服,メディセオ,0,0,0,0,0,0,0,3259114S1026,経腸成分栄養剤液
テネリア錠４０ｍｇ H,159.30,139.13,131.000,錠,18226,20868,1.39,140.000,19478,22302,2824,12.66,0.000,0,200.000,27826,a-4-,薬庫,,ﾃﾈﾘ02,622660601,,内服,ケーエスケー,0,0,0,0,0,0,0,3969015F2025,テネリグリプチン臭化水素酸塩水和物錠
イナビル吸入粉末剤２０ｍｇ H,2179.50,1820.00,10.000,キット,18200,21795,0.14,2.000,3640,4359,719,16.49,8.000,14560,2.000,3640,b-3-,薬庫,,ｲﾅﾋ01,622012101,,外用,ケーエスケー,0,0,0,0,0,0,0,6250703G1022,ラニナミビルオクタン酸エステル水和物吸入剤
